Shipping_ID,Shipment Date,Plant_ID,Sales_ID,Shipping Quantity,Shipping Method,Delivery Status,Tracking Number
fef27d76-5c48,2024-02-03,003B,dc5838de-5416,3.0,Sea,Pending,b592e877-95ca-492a
f3f2fcf5-185d,2023-10-06,002P,36b17a80-b65b,2.0,Land,Delivered,46b07ace-1952-4877
05c55d11-cf8b,2024-01-09,001P,caf1af29-0d62,3.0,Air,Pending,90bd995f-6cbf-4429
5c5aa4bc-863f,2024-04-26,004U,defa2843-8f9d,3.0,Sea,In Transit,dd7835de-e148-41ed
a0c0d47b-3248,2024-04-13,004U,669cdfb8-0c46,7.0,Air,In Transit,4ef1034a-b334-4261
0a1faf21-ef59,2023-11-04,001E,fe792b19-4f2f,3.0,Sea,Pending,b14be18b-1e68-4ad9
1deb7325-bbed,2024-03-20,001E,347ce548-fb75,1.0,Air,Delivered,6a183701-f5a9-4900
e326a2ec-0386,2023-12-30,001P,f66be66a-6135,1.0,Land,Pending,07a819c3-b62c-46be
6a7466ff-7e43,2023-11-19,006P,8fc85e1a-f76d,0.0,Sea,Delayed,dbc7dfb1-09a6-49c1
3f6843e4-4b5a,2024-02-13,002P,91407767-0409,8.0,Air,Delivered,7f027c28-41e9-4551
934fbbb1-1464,2024-02-25,001C,2b85a227-ff4e,0.0,Sea,Delayed,44714eed-fcbd-4c76
faa299d6-2a98,2024-03-16,001P,21c1ac84-5811,4.0,Land,Delivered,88168231-342f-4131
46831233-0043,2023-06-04,006P,312a76f3-222c,0.0,Air,Delayed,6af085d4-8b55-4754
14ee9cde-6e5b,2023-10-11,002P,fd601ccd-1dd4,0.0,Land,Delayed,f54653d3-c375-4131
65f13556-1fd3,2024-01-18,001P,32d681da-b8cb,2.0,Land,Pending,67825f93-4e48-4e74
a6810ece-41b3,2023-08-12,001P,4fe2d266-6587,0.0,Air,Delayed,fff8a376-0058-43d5
693498fc-f4f0,2023-08-27,001E,594a656d-c666,1.0,Air,Pending,8c99ccd2-fee7-4317
5e4b07c1-3af2,2023-07-29,001P,8b70f4e3-23ac,18.0,Sea,Pending,a3039a17-934c-4001
55e8d3d6-c7ae,2024-02-02,003C,6f8f2954-3a09,,Air,Pending,96bfe93c-ac04-4030
1e01ebe4-e577,2023-10-26,003B,bfa1bcf8-cec9,15.0,Air,Delivered,a2db761c-ea49-4738
91aa8083-1f98,2024-02-13,001P,06001dcc-8ad3,0.0,Air,Delayed,9f73de6d-20ba-44c3
56799983-8fa8,2024-01-01,002P,036f5bf9-9464,8.0,Air,In Transit,c8efa7e2-90cf-4b4e
9f48eb92-15fa,2023-06-15,003B,7b82603a-5bfa,,Land,Delivered,25823390-ca2e-4a53
aff1a322-4a7d,2024-01-13,003C,c21064f9-1609,0.0,Land,Delayed,c59b38d6-bf6b-49de
d0f8be0e-cc76,2023-06-01,003C,286ebfb1-2ecb,2.0,Air,Delivered,db9137b1-dd08-46b2
be96b843-656a,2024-04-01,003B,53c05a43-e132,,Air,Delivered,7f3900c1-b45f-4011
6ccf4a4d-7c2f,2023-09-29,002P,aacd4c2d-25e9,2.0,Air,Delivered,6a0b8ef7-4edd-4423
171c6a95-a58b,2023-10-27,004U,88c7e18b-154b,,Air,In Transit,764d258c-df92-40d3
c35b4f93-e360,2024-02-09,004U,bef19350-5ec1,0.0,Air,Delayed,c8dc4eec-8199-44a2
034be0d1-efff,2023-11-14,002P,8d84df93-fe97,0.0,Air,Delayed,357f21a6-f1cb-4a4e
b0e4d7d4-20c7,2024-03-19,003B,e445a664-2b9c,16.0,Land,Delivered,b506a4c8-c1fe-455c
234fe584-022d,2024-02-06,006P,609f1d0e-bc10,9.0,Air,Pending,1f264d9c-5b1d-4d0f
6c9f4509-ce85,2023-07-16,003B,4ece3115-876e,1.0,Land,In Transit,d31231cb-ebb3-4096
83ae20d0-97b4,2024-03-09,003B,2b6b57ca-4652,0.0,Air,Delayed,122319d3-e2a3-4d96
24721281-398e,2024-02-04,003B,7cfcdccd-e431,0.0,Land,Delayed,c3a7c3d2-e6ae-4458
3d0b300b-836c,2023-08-17,001E,67c8ba28-8bd0,10.0,Land,Pending,7821744d-58da-4883
6c6ce855-54c7,2023-12-31,001C,619ef9bb-e990,8.0,Air,Pending,76c7a965-6311-4585
dc9e44bb-df65,2024-04-28,006P,446b2464-1e64,7.0,Air,Delivered,e91bcff8-e8c8-4681
92dc8627-28ec,2024-01-04,006P,bc249020-bd52,3.0,Air,Pending,0250a8fe-8755-49de
560e2ffd-02b1,2023-07-05,001C,3ed94638-7407,9.0,Land,Pending,c517f3e1-6a4f-46cc
4d765052-cc5d,2023-09-19,005M,0bbf3da4-f024,0.0,Air,Delayed,77dfe6e0-dd3d-4445
d1839bf6-772a,2023-07-09,003B,d8982c21-1142,5.0,Air,In Transit,2e2c948a-8076-4bc5
3c03922a-85b8,2023-11-09,006P,6673c94a-802a,3.0,Sea,In Transit,03635cad-6d87-4510
2d42e242-41f3,2023-09-05,005M,7701f379-33e0,10.0,Land,Delivered,6782c14e-c70a-4beb
9da72345-d911,2023-11-07,003B,5bf46f4a-1aa1,2.0,Land,In Transit,23cedbf2-442f-408c
909f193b-41cd,2024-03-29,005M,70ecc484-76bb,0.0,Land,Delayed,cf9156c7-a8a2-4346
004916cf-ba5f,2024-03-21,001E,fb902233-7531,2.0,Land,In Transit,22052719-4a51-4cc1
656e6fe1-0556,2024-04-28,003B,9d9f1c89-0f5f,13.0,Land,Delivered,ce2f3aa4-5ce6-4e69
ed39b89e-d303,2023-09-08,006P,37b17530-0162,,Land,Pending,09debf5b-c746-4c65
c9f224e1-f857,2023-07-11,002P,acca3aa8-6661,7.0,Sea,Delivered,173e2cf8-8015-47d8
608efd00-3db0,2023-12-13,001E,a9c72edd-46a7,5.0,Land,Delivered,0e49601c-e820-42a5
e1f27bfa-aec3,2024-04-06,001C,2832ecb4-3851,9.0,Sea,Pending,618ee268-29f0-4c80
11509276-97cb,2023-10-16,001C,fedcab8c-5d3a,1.0,Air,In Transit,8e2e505b-7227-4741
4976ebed-4b8a,2023-08-19,004U,14c278e1-2073,14.0,Air,In Transit,f9631eff-dac0-48e4
dd798063-5def,2024-04-19,001P,9a8b3c64-a18d,5.0,Air,Delivered,937c805d-fcf6-40ac
dec69b2c-d47c,2024-04-18,002P,bb2b91c2-cc42,6.0,Sea,In Transit,ca242563-03d1-4de2
cdb42f10-92c2,2024-03-29,004U,d5653b0a-1ef4,1.0,Sea,Pending,bd0f02a3-2c24-4338
90b93d04-6aeb,2023-11-14,003B,485c66c8-3a54,,Land,Pending,915f1611-5ee5-4a8f
702d7c06-3bec,2023-12-11,001E,5353761e-6c13,0.0,Sea,Delayed,79af9042-b435-45b3
b45306ec-31ff,2023-09-15,005M,cfc64ace-aeef,14.0,Sea,Pending,e5008e0a-70df-4900
5f85dfeb-7200,2023-07-23,005M,fae94662-f9b6,,Sea,Pending,54e8604b-17f6-4e6b
be73cc0a-d859,2023-09-29,003C,92d41a0a-579a,1.0,Sea,In Transit,725e7f61-304c-4974
64351fba-ed02,2023-08-02,005M,ef2776f9-5fb3,1.0,Land,Delivered,7f80c8c2-4093-4ae1
d08b883a-7c96,2023-09-23,001C,ef9b325b-5ef7,0.0,Sea,Delayed,9b3420ed-701f-4e8e
249b3357-7609,2023-08-04,002P,7545020f-f9b8,,Sea,Pending,19a1cda6-a45e-45cd
e7e4830a-2eee,2023-08-01,003C,e06674a5-646d,0.0,Sea,Delayed,4241f97a-fffe-4dc3
3cb7aebd-f127,2023-08-21,001C,9b9c83f4-bb03,4.0,Land,Delivered,3cea92d6-8102-4121
d7f4e3ef-d2a7,2024-03-19,005M,b899cbc3-f259,10.0,Air,Pending,e09fbdab-1518-4dd5
7c3888a1-b4e5,2023-11-20,005M,fc56826c-59ed,0.0,Sea,Delayed,7f2356c3-00a6-4603
e84859f5-e031,2024-01-28,001E,243d012b-7eb9,,Sea,Pending,9597f8ba-7ddd-46f5
c86a02fe-2f06,2023-06-27,001C,7c4b0888-e5ce,7.0,Air,Delivered,edeccdae-06f2-42c4
2cb2a5f7-1d2f,2023-11-21,003B,37732eaf-0636,6.0,Sea,In Transit,962e7634-09ed-4738
7f2924fe-ad24,2023-07-04,003B,39f54965-6c7b,1.0,Air,Pending,8d18713d-dd0c-4f1a
328f86f3-57b0,2024-03-23,004U,2232883c-462f,10.0,Land,Delivered,57ef8152-fe86-4f05
904bcb89-70fc,2024-04-29,004U,37206780-ba86,13.0,Sea,Pending,9f4c4651-496b-4f69
b36b7cbd-2d7f,2024-03-22,006P,2f766931-5650,4.0,Air,Delivered,695e335c-970c-4678
5066e48f-e3cc,2024-01-31,003C,c7f43291-721e,0.0,Sea,Delayed,017381e6-1736-43b7
e96e0673-4ee2,2024-01-11,002P,f241926b-80e3,9.0,Land,Delivered,3bffd9dc-bd58-43a1
ffddca42-c43a,2023-09-16,001E,eab27d15-78ee,15.0,Land,In Transit,c65d2665-7c2a-419b
a5d1e0cd-763c,2024-04-05,006P,efdf2282-b01f,9.0,Land,Delivered,4b950aba-c180-44f3
1d0e628f-f38c,2023-07-12,001E,43d250c9-d704,1.0,Land,In Transit,bfd2f8ee-1244-453c
9ade68f1-c636,2023-06-30,001P,fd577444-7fe8,0.0,Air,Delayed,446afe97-e38c-4d87
caa22c41-37ff,2023-08-10,002P,7fb5c1e9-0665,3.0,Air,Delivered,6ba09e63-1951-4980
8484363a-cb6f,2024-03-12,006P,cd846ecb-4090,7.0,Land,Pending,1132a817-71c4-4f90
c3cbb5aa-bd26,2023-08-18,003C,cd9976c2-bcdc,10.0,Sea,In Transit,04b253f3-5903-4ccf
da5ed0b5-97bc,2024-01-01,003C,e74f7f38-38cb,6.0,Sea,Delivered,7e0e898b-75b2-4c46
51421ef5-569e,2023-12-29,001P,bce21799-1d63,13.0,Air,Delivered,5d770fcd-7add-44a4
daec42ef-bf37,2024-04-18,003B,e426d35e-7af4,0.0,Air,Delayed,a0f048f4-e543-4238
021bc1e5-340a,2023-09-15,004U,e4161a9e-3a7d,1.0,Air,Pending,51070fd5-545e-49cb
dad616a8-2a98,2024-04-05,003B,b78bf3a9-51a1,0.0,Land,Delayed,793b184e-307d-4677
522bcc99-4d7b,2024-04-27,006P,223dd163-4bb2,10.0,Land,Pending,92309e61-874e-4d04
3d1b6ed8-8745,2023-11-15,001C,a6f06666-bf89,2.0,Air,Delivered,3e214a00-f8bf-48b6
6e606acd-920c,2024-01-13,003B,9029d05b-e2fe,1.0,Land,In Transit,0a0328dc-9020-4fb7
b5d51b8c-d7eb,2024-04-26,001P,32725f40-c6c2,5.0,Air,Delivered,b60f33e2-530b-47eb
541ce2ae-b9ef,2023-12-01,001C,922979ca-392b,3.0,Sea,In Transit,c57eb2ba-0ddf-4b1a
23ceb713-cb45,2023-10-07,005M,8c522537-79fe,3.0,Sea,Pending,15194772-4927-416a
afb9b8d6-e91e,2024-01-15,003C,94c7d44a-8341,5.0,Sea,Pending,936ce1db-45cf-45fc
83c46da0-d1f6,2023-08-28,001P,b803448b-c2a9,1.0,Sea,In Transit,91f4f057-dac2-40d1
0562abd5-724d,2024-04-09,005M,e992f934-8d9f,3.0,Air,In Transit,b945edb1-de2f-4b15
0f858213-d7fb,2024-03-26,006P,f4cbad51-66af,3.0,Land,Pending,c2270d09-0209-4629
df5203e9-558b,2023-12-17,002P,a07bcd03-8709,3.0,Air,In Transit,e68d7281-2729-4cd0
b1f9c82a-e22a,2023-06-28,005M,40d82b33-560d,0.0,Air,Delayed,f51e0882-4427-4065
0303a9d1-5a17,2023-10-28,001C,8462e451-124d,1.0,Air,Delivered,c0770de5-fce6-449b
c1e4a332-269f,2024-01-19,001E,69941d39-c9e4,1.0,Air,Pending,1f4dd913-2e43-404c
97e636c0-ab45,2023-12-25,002P,40d566f3-3265,,Land,Delivered,797bf210-431f-482e
7453b3df-f8ee,2023-11-23,001E,a9953406-a882,0.0,Air,Delayed,c01746c9-b6f1-4bb3
3d845c09-3c3b,2023-08-04,003C,ec4457ae-98bb,2.0,Air,Delivered,8f18045c-e59e-4b79
211adf8e-80d3,2023-09-09,003B,3e040d7a-46d1,,Air,Delivered,86d045d5-a11c-4742
245430e5-7bd8,2023-12-31,001C,14cbfba3-6cbe,,Land,In Transit,9e94c706-3777-45b1
6881a18d-2e68,2023-08-10,005M,c4ee2524-f913,1.0,Air,In Transit,3259608d-51df-4e63
4d2abe55-de6a,2024-02-07,003B,d928aa01-2d3f,,Sea,Pending,2e74092e-ea0d-487a
86a5afa4-eac5,2023-06-18,001E,20408b99-4675,4.0,Sea,Pending,de0c4802-2aeb-425d
3796e828-fcaa,2024-04-18,001E,0c8c9982-9366,13.0,Air,Delivered,96bba14e-68e8-4762
3824c1c5-fc63,2023-10-04,001E,5f8e6f25-ee8e,3.0,Air,Pending,80d5ae84-a609-473e
08801fa7-24d9,2023-10-07,003C,e908ed92-9cbb,,Sea,Delivered,ce639beb-883c-4f23
00defada-e1e3,2023-10-30,006P,a966ac0a-d14f,3.0,Sea,Pending,931ed649-a270-45db
ce19c816-9f8c,2023-09-01,003C,1a24160c-2a6a,0.0,Sea,Delayed,4d0734d7-1c2c-4c6d
3693e72a-254d,2023-10-01,001C,a8a4ae36-f959,0.0,Sea,Delayed,2a5224b4-c384-43ae
7dbe36b0-6416,2024-01-29,004U,f4beb333-e0a7,3.0,Land,In Transit,dc8e7267-d525-4fe6
ce54cf91-fe84,2024-01-06,001P,984a6fd8-cca4,2.0,Land,Delivered,246c235c-18fe-4133
9b5b5e25-fda9,2024-01-22,001C,9a5fe3b8-31f8,1.0,Land,Delivered,252de9a4-6db2-4f95
a87911ae-157e,2023-10-23,001E,561a3039-4443,15.0,Air,Pending,1f46cc75-42f3-40ab
63668204-add7,2023-08-30,001E,13885ffc-0c5a,1.0,Sea,In Transit,18e85290-f0a7-4b2a
b39318dd-228e,2023-07-18,004U,314fc07b-2c25,4.0,Sea,In Transit,e655d175-6ad3-452c
ccca23c9-da76,2023-10-30,004U,ee6523d7-11d6,,Sea,In Transit,a565245e-a5a6-4eeb
1670056d-6cc8,2024-03-28,001C,17878e09-0c42,4.0,Sea,Pending,c59b82fa-ce70-4897
806c9b35-1901,2023-11-12,004U,33e44499-05a2,11.0,Land,Pending,fcaef136-3fee-4bea
68678196-986a,2024-01-31,003C,266d9f4a-8e18,,Air,Delivered,4bc49c50-5e47-418c
37d99990-6b87,2023-10-08,005M,36271fd2-8cac,,Air,Delivered,28dbc23d-4686-4aaf
64431811-2da9,2023-08-02,003C,aebabe87-9625,1.0,Sea,In Transit,daf5517a-9617-4a5a
4a1419f5-9ff0,2023-12-04,005M,1a8b91fe-1ae1,,Sea,In Transit,1001866b-6a93-41e7
190f91fe-9ef3,2023-08-21,001E,5e699bb9-90a7,12.0,Sea,Pending,c6a2fad3-ef8a-4d82
4cc4f996-ec6b,2024-03-20,001C,edc2f9c1-81ee,12.0,Air,Pending,02280021-c44d-4e58
85739cb6-30b4,2023-06-24,001C,3c0e7a37-9b0a,,Sea,Pending,b80ef6d4-062e-48c0
c253a469-618e,2023-12-13,004U,d3dd4340-7602,8.0,Air,Delivered,fcefc733-bb38-4ac0
04784fa5-2ea0,2023-12-18,004U,c33f04ee-fe4a,0.0,Air,Delayed,6d3db331-6112-4b54
e7f0f693-0b7c,2024-04-16,001P,7160fe98-0ded,10.0,Land,Delivered,92d6bbce-d40c-44dc
991362ce-e93a,2024-01-14,006P,cd116409-f6a0,0.0,Land,Delayed,35a73e96-6e9a-4d53
912977f2-bca2,2023-12-02,003B,880777db-267e,10.0,Sea,Pending,34132a25-e90c-44ff
87a424fd-005e,2023-06-29,005M,7ea47542-5cf1,0.0,Land,Delayed,34785428-87b1-4fa6
8e1b5894-264f,2023-09-08,001P,51903f92-6346,0.0,Sea,Delayed,2dcf9d6a-0322-4c7d
bd978662-c620,2024-03-18,001C,72e6f965-169d,11.0,Air,Pending,876f04f8-ca12-439f
5f33b68a-03b1,2023-11-05,001E,740d2ba7-df55,2.0,Air,Delivered,77338d76-80da-4338
1af011a7-c2e6,2023-11-09,005M,daea70b2-f298,2.0,Sea,Delivered,f691574c-7b34-4e5f
9d684ce8-ad26,2023-10-02,003B,1135fab5-7fe4,,Sea,Pending,745d45c7-2ef7-4e80
382c691f-850c,2023-08-09,005M,f8a72ae8-2c9a,4.0,Sea,Pending,12a077ea-1b32-41a1
91e65dce-e7ba,2023-06-05,003B,90c7f7bb-8fbc,3.0,Land,Delivered,516153a7-a41f-4fdc
027eb9a8-6ffd,2023-08-25,006P,241eb28b-bc8e,0.0,Air,Delayed,919e2bd9-f9c2-4c27
8ecae4ab-fffd,2023-09-20,006P,e75fcfa3-19d6,6.0,Sea,Pending,5d75428c-ab63-4582
efb8061c-882e,2023-06-04,006P,05578661-efb8,1.0,Air,Delivered,8c7cb364-85ff-48e5
72b0af20-14f0,2023-11-03,001E,7505d48c-9146,9.0,Land,Pending,c3d492cb-f4eb-4300
69ef221e-e5cb,2024-02-29,004U,d649f5c1-6034,0.0,Sea,Delayed,c8d7301e-aeef-4188
366655ad-757e,2023-10-10,006P,2d771ca0-2e1b,2.0,Air,Pending,e745f54a-d884-43e9
022f4b06-06d8,2023-10-20,005M,3a462be7-60c5,8.0,Air,Pending,ad94e131-6c05-408b
16e35d61-8be8,2023-11-08,001P,42d49fb3-c71f,6.0,Sea,Pending,c9b2700c-d333-49ad
32a2322e-009a,2024-02-17,005M,0747151f-ea45,17.0,Sea,Delivered,66de81dd-c068-4aaa
55e35092-beba,2023-07-13,001E,90d96eac-4c52,15.0,Sea,Pending,fedea6e7-9747-4fa9
dd91fad1-87c2,2024-04-04,005M,c7ee5c76-7a19,2.0,Air,Pending,58e2b57b-0062-41fc
76102a7b-842f,2023-07-13,002P,186f4069-4749,2.0,Land,Delivered,c1e08d0f-d6e7-4e39
ed53aec7-f3ba,2023-11-10,001E,1c3f2c0f-7267,0.0,Land,Delayed,be267a3c-ce9a-4c01
859274b5-5136,2023-12-29,003C,60c65f06-24b7,0.0,Air,Delayed,76fafc93-84ce-48c6
08139f35-7698,2024-02-06,002P,e90ba599-509b,6.0,Land,Delivered,e38fb165-f72b-4c38
75720dd2-58f3,2023-11-27,005M,6f073be0-996f,3.0,Air,Delivered,f464736b-b85f-4572
9cfa1d32-3c27,2023-09-13,003C,6a02ed10-4087,,Air,Delivered,c9f03643-9bcd-456e
780b1b55-8730,2024-04-17,003C,bf0c7e3a-cb88,6.0,Land,In Transit,930d6a7c-ebca-4dc2
6aeef500-4723,2024-04-01,001E,d809a0cf-f63c,9.0,Air,Pending,30db3b8f-e077-4171
969134bd-f47b,2024-03-09,001C,d25cffa9-d1f0,1.0,Sea,Delivered,c466a9cd-f1fb-4c36
1e71c303-3fcd,2023-10-14,001C,6bda5c8f-7849,,Land,Pending,5725e1d5-353d-4d72
9cfb3925-2edd,2024-02-27,001P,8514ccac-ea26,3.0,Sea,In Transit,57717f64-03de-46b8
2207eacc-a9ee,2023-06-29,006P,13ed053f-1992,7.0,Land,Pending,eb38eb71-7c13-426b
e0d3ff38-502e,2023-08-18,002P,8d0597ed-7a24,3.0,Land,In Transit,af3b04ca-e30d-4062
f26c2602-d385,2024-01-13,001P,547c3d2f-6dc9,0.0,Air,Delayed,3b202b80-78c7-4098
98494a52-4919,2024-04-27,003B,edea1871-062e,0.0,Land,Delayed,ce7e4815-675b-4a3b
c289bc45-6927,2023-08-07,005M,bfa06803-d0a2,1.0,Land,In Transit,0e9238f0-536a-4fd7
cff7b8bc-09ac,2024-01-19,005M,9d918b51-7208,13.0,Air,Pending,a443aeca-c37a-4e32
2d0f37aa-03ce,2023-09-01,001C,51d0c191-6165,9.0,Land,In Transit,fb18c813-785d-485e
0bd5f594-d0f3,2024-02-07,006P,0fa21c18-4418,,Land,Delivered,48392e6e-8567-47b7
8ede8948-72f3,2024-02-06,003C,5c41373c-4fd7,1.0,Air,Delivered,78113276-cad5-4795
82aab402-6a3a,2023-11-10,005M,d18ac707-3697,0.0,Sea,Delayed,35f375ce-e30d-4427
eabc2102-3933,2023-12-05,005M,a5278f3b-0274,5.0,Land,Pending,f524562d-bc76-4825
a7f1f171-871d,2023-11-03,002P,8114a371-00db,11.0,Land,Delivered,52a40da6-26fc-4448
d67e06fd-4ade,2024-03-27,005M,3dbacfc4-19d2,3.0,Sea,Pending,b12fee62-f553-4f48
4b0edc22-ce7e,2023-07-25,002P,c80ccb09-5801,0.0,Air,Delayed,7b5eb811-59b3-4069
f6b6dee4-ea32,2024-01-07,002P,8236088b-57c2,11.0,Air,Delivered,7524e040-050a-4b22
b4c6ec1a-bd19,2023-11-12,003B,e4cb34e6-33c4,3.0,Sea,In Transit,80b4127c-653f-479e
7beb7708-cda3,2023-06-12,001C,abc4cbbb-b8f0,7.0,Sea,Delivered,22b19614-62da-402d
3cbcbe3c-9ed1,2024-04-03,001E,a41e9af5-4e6e,4.0,Land,In Transit,b620614f-9c97-447f
36d5fae4-cd82,2024-02-15,001P,4ff4216f-e9e5,3.0,Sea,In Transit,897d2a79-ec18-4783
51ff0a69-23e6,2023-07-07,006P,4fec1a3f-616a,2.0,Sea,Delivered,35341fd9-f99a-4711
ae71ed22-0beb,2023-09-22,006P,ec2378b4-acef,5.0,Land,Delivered,92a463fe-6774-4ea7
be56951a-634d,2023-07-26,003B,1e820b73-aa52,1.0,Land,Pending,30f52d46-74ab-4439
d6e7417e-d759,2023-11-19,001P,b21d7c39-f8fb,9.0,Land,In Transit,be1027be-3ca1-4036
d8b249ad-08ce,2023-09-20,004U,d09bb1ee-f0c2,0.0,Sea,Delayed,920d7a75-28ae-48da
013e856d-1154,2023-08-04,004U,b560568f-b4e0,,Air,Delivered,8a45f709-c786-41c4
dc0d3b3a-5ea7,2024-04-28,005M,0e661fba-c942,10.0,Air,Pending,d1f0f907-3bb5-43c8
8151f5fc-c25c,2023-08-17,004U,04be2916-ee1d,5.0,Sea,Pending,7ea25a98-e750-4c44
e1e9e105-dda3,2023-06-27,001P,a419e291-f4e2,0.0,Air,Delayed,94756a17-6319-4dd6
997d4216-5f7e,2023-09-25,006P,307efdb9-851c,,Sea,Delivered,4d8722e0-4b5d-4b4f
caf53557-a6ca,2023-08-01,001P,e8cdc568-cb87,0.0,Sea,Delayed,ac7c14f5-f8b3-455c
6ca20f3d-c9c0,2023-10-17,006P,1149b963-4f50,5.0,Land,Delivered,4a7f6176-d958-419a
d2055c94-1b72,2023-10-31,001E,e36ae856-b4fd,0.0,Sea,Delayed,87a0a211-5d3b-4b78
04b456e9-c449,2024-01-28,003B,12fcee69-fa58,2.0,Air,Pending,ec0e4a63-dd33-4994
d5842fc8-278d,2023-07-17,002P,0f86b7e6-f9a2,7.0,Land,In Transit,1156321e-6008-4dec
868ff2f1-8e1c,2023-10-23,006P,e892f9a7-2398,2.0,Land,Delivered,039dd6c8-01de-495b
734571a4-f0d8,2023-10-14,001C,d1fa9222-30a0,1.0,Air,In Transit,a957663f-7ece-4ddf
5ba9d06a-61d2,2023-11-02,003B,59beaa3d-bb76,2.0,Air,Delivered,0c6d6d81-61a0-4e1d
e4b24686-1ef6,2023-07-14,003B,2106edd4-6d66,10.0,Land,Pending,8d240c24-401e-4724
fc970d2d-fe40,2023-06-20,005M,cea28579-8ab2,4.0,Land,Delivered,3cc2568b-bd10-47f5
4f0f6a45-b959,2024-04-25,002P,a0efeec3-47bf,7.0,Land,Delivered,6daf6572-5178-4dd9
9d085d8f-a4be,2023-11-18,005M,7eb4f252-319e,2.0,Sea,In Transit,75e8929b-a2a5-46b3
f7da9b01-4861,2023-12-25,005M,745bb679-a08c,1.0,Sea,Pending,7670e535-3497-4df5
147d17fd-3306,2023-10-02,004U,e858c199-fced,2.0,Air,Pending,b6d02c04-965e-4b54
16af7256-8ebc,2023-11-08,003B,be563f16-99ee,5.0,Sea,Delivered,9b45d263-68f8-4c3d
86e94e2f-81ee,2024-03-03,003B,498fdfe1-5db5,11.0,Land,In Transit,f17d5974-19a6-4137
38edfb13-698a,2023-06-13,006P,7d23c81f-3bb9,1.0,Land,Delivered,584290bf-65cd-4fd3
838aa81c-83eb,2024-01-16,005M,d0159294-aa61,,Land,Pending,cb459980-16c1-40ea
63daaccc-8fb3,2023-10-27,001P,7154fc6f-b082,4.0,Land,Pending,ba198045-8300-40b8
b7313257-2ea7,2023-11-18,003C,9a124a1d-66fa,15.0,Land,Delivered,972ed199-6612-41fd
3586e977-a5aa,2024-01-28,004U,2d11d7ff-e9b7,8.0,Air,In Transit,ecfa845a-bc95-4387
157ae291-e195,2023-06-05,001E,0e795314-ec08,3.0,Land,In Transit,48e3e96e-88eb-4fe8
3c2716a0-cb1f,2023-12-23,002P,a2147d4d-4017,0.0,Land,Delayed,4d5beb1f-3e91-4a9c
70466548-52e7,2023-10-26,005M,bfe78274-fd7b,8.0,Air,Pending,89e9cc4c-c77a-4d8f
03a8761c-d0da,2023-10-31,005M,706053c8-d030,9.0,Air,Pending,e3742a6a-77ba-4809
4a73f337-ddc1,2023-07-26,005M,1a540c62-33e6,9.0,Land,Delivered,fa8280fe-406f-40f4
ad7f5fef-4796,2024-02-17,002P,1cb9f9b3-abfb,1.0,Air,Pending,e1e82bf7-c040-441a
5582347f-f198,2023-09-07,006P,10f772f8-3351,10.0,Sea,Pending,fbad7ecb-1d8e-432d
b033fd14-1703,2023-10-26,005M,91a29810-5840,1.0,Land,Delivered,1b726c1a-fc00-4fdb
b52c8959-3e4c,2024-04-09,003B,1e34e51a-e6ba,0.0,Land,Delayed,6b233435-e663-4e0b
e7fc97a1-33cd,2024-02-25,001P,60696ef5-cd7e,6.0,Air,In Transit,f22d10f6-78b0-4de6
45ce117a-a8ad,2024-02-04,005M,05976321-615f,0.0,Sea,Delayed,7918db2f-08b4-4c61
10af1a5d-3934,2024-02-19,001P,4eb7cd58-5cbb,3.0,Land,Pending,760b570d-ed1c-461b
751db960-13ac,2023-08-22,003B,eb907d0b-72b6,,Air,Delivered,4443346a-f380-442a
f67c4717-8003,2024-03-22,004U,ba2b7a9c-c992,,Air,In Transit,a945feff-27a0-443c
6097248c-536e,2024-04-26,002P,54702250-f42a,0.0,Sea,Delayed,b2b923cb-3fc9-4615
24753fdf-dced,2023-11-03,001C,2d34a44b-3388,,Air,In Transit,dc0bfeab-2279-4ea7
ae1d8a08-d9cd,2024-03-06,003C,521223ca-0ae0,8.0,Air,Delivered,65237bba-3320-4cdd
99970ca7-9ea1,2023-06-09,006P,410d42a3-b0fe,1.0,Air,Delivered,7810fd86-d9fb-4e39
a9643503-19be,2024-04-23,003B,9bda9e02-d0d7,10.0,Air,Delivered,e565d9d2-ee15-47e8
18a2bdfe-41c9,2023-08-12,002P,1d103917-4499,10.0,Sea,Delivered,0cfc827c-bf6d-471d
758ef009-ae35,2023-10-02,005M,ddc634e4-de74,2.0,Land,Pending,bd75cfb4-e5e5-4769
73f98bc8-ab74,2023-07-15,006P,447784ad-4e33,7.0,Sea,In Transit,41dbeb58-ab21-43cd
cd0feb73-39bd,2023-06-14,001E,b0a552bf-4405,0.0,Air,Delayed,6f3ddaee-05e1-4f13
6c1a7dc6-e287,2023-07-12,006P,b644d7d3-898c,4.0,Sea,In Transit,dec644c2-2b5a-4c3c
94411176-48aa,2023-12-11,002P,41661de0-4688,0.0,Sea,Delayed,3a6dc9e5-7055-4fbc
b98ea59f-ec08,2023-07-29,003C,8d9bc29a-44ef,3.0,Air,Delivered,4d75bab4-a076-427b
241d1a99-6799,2024-01-29,001P,b6d0940c-55f1,14.0,Air,Pending,942dad57-ab62-4a8c
4e774c3a-5355,2023-10-28,002P,776ba26f-343d,2.0,Sea,Pending,c276b1a9-111f-43af
cd067387-6472,2024-02-23,001E,50910ae8-4ba4,0.0,Sea,Delayed,237424d9-de23-46a5
